最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第254次迭代：f(x_i)=7.303883783457385e-02, x_1=7.297432271041958e-01,x_2=5.324913339645057e-01
第255次迭代：f(x_i)=7.270459564999995e-02, x_1=7.310023150034866e-01,x_2=5.325073947275699e-01
第256次迭代：f(x_i)=7.237279430504652e-02, x_1=7.309783133339688e-01,x_2=5.342937406041427e-01
第257次迭代：f(x_i)=7.204308140844427e-02, x_1=7.322264469497339e-01,x_2=5.343105609533548e-01
第258次迭代：f(x_i)=7.171526982065096e-02, x_1=7.322031517997503e-01,x_2=5.360871168008867e-01
第259次迭代：f(x_i)=7.138947206966091e-02, x_1=7.334414594278376e-01,x_2=5.361032990744878e-01
第260次迭代：f(x_i)=7.106555052860439e-02, x_1=7.334189821381562e-01,x_2=5.378700200791728e-01
第261次迭代：f(x_i)=7.074364693279955e-02, x_1=7.346483450646683e-01,x_2=5.378857031672568e-01
第262次迭代：f(x_i)=7.042400852181700e-02, x_1=7.346250092633090e-01,x_2=5.396388595039653e-01
第263次迭代：f(x_i)=7.010640671960051e-02, x_1=7.358437800654222e-01,x_2=5.396552727324466e-01
第264次迭代：f(x_i)=6.979051047227902e-02, x_1=7.358212706940196e-01,x_2=5.413998584887401e-01
第265次迭代：f(x_i)=6.947647992811014e-02, x_1=7.370319042332975e-01,x_2=5.414153042894567e-01
第266次迭代：f(x_i)=6.916482836818240e-02, x_1=7.370081658152561e-01,x_2=5.431458910196926e-01
第267次迭代：f(x_i)=6.885503316421634e-02, x_1=7.382080381232577e-01,x_2=5.431622479663040e-01
第268次迭代：f(x_i)=6.854683055940586e-02, x_1=7.381857167633887e-01,x_2=5.448847379597654e-01
第269次迭代：f(x_i)=6.824051719174452e-02, x_1=7.393765707406902e-01,x_2=5.449002283030484e-01
第270次迭代：f(x_i)=6.793584552316828e-02, x_1=7.393551362064021e-01,x_2=5.466143155129056e-01
第271次迭代：f(x_i)=6.763295748868736e-02, x_1=7.405380192839109e-01,x_2=5.466289662772724e-01
第272次迭代：f(x_i)=6.733227560959817e-02, x_1=7.405155884027241e-01,x_2=5.483293149664616e-01
第273次迭代：f(x_i)=6.703347732697733e-02, x_1=7.416891269663627e-01,x_2=5.483450062433848e-01
第274次迭代：f(x_i)=6.673669005571825e-02, x_1=7.416657797232299e-01,x_2=5.500333883876743e-01
第275次迭代：f(x_i)=6.644162574286458e-02, x_1=7.428297796826708e-01,x_2=5.500493602982515e-01
第276次迭代：f(x_i)=6.614817585791834e-02, x_1=7.428073485789475e-01,x_2=5.517287111152642e-01
第277次迭代：f(x_i)=6.585653353152525e-02, x_1=7.439628427889593e-01,x_2=5.517443138613258e-01
第278次迭代：f(x_i)=6.556659090066148e-02, x_1=7.439404808796380e-01,x_2=5.534137391640580e-01
第279次迭代：f(x_i)=6.527837521701027e-02, x_1=7.450873080263603e-01,x_2=5.534291339874647e-01
第280次迭代：f(x_i)=6.499179981975139e-02, x_1=7.450653188952582e-01,x_2=5.550894372063702e-01
第281次迭代：f(x_i)=6.470687277463857e-02, x_1=7.462038635834359e-01,x_2=5.551044149129192e-01
第282次迭代：f(x_i)=6.442366947762830e-02, x_1=7.461820285333362e-01,x_2=5.567549335965196e-01
第283次迭代：f(x_i)=6.414208329509288e-02, x_1=7.473110597549120e-01,x_2=5.567697579060670e-01
第284次迭代：f(x_i)=6.386156823215496e-02, x_1=7.472917057494309e-01,x_2=5.584155252809336e-01
第285次迭代：f(x_i)=6.358272202589710e-02, x_1=7.484143162179331e-01,x_2=5.584288021762187e-01
第286次迭代：f(x_i)=6.330589763196018e-02, x_1=7.483935687253556e-01,x_2=5.600610945515374e-01
第287次迭代：f(x_i)=6.303076217695947e-02, x_1=7.495072425441009e-01,x_2=5.600754594533129e-01
第288次迭代：f(x_i)=6.275727358146782e-02, x_1=7.494861930271478e-01,x_2=5.616969809368991e-01
第289次迭代：f(x_i)=6.248548480853482e-02, x_1=7.505907811530672e-01,x_2=5.617116286279898e-01
第290次迭代：f(x_i)=6.221478034880831e-02, x_1=7.505712587230416e-01,x_2=5.633283398993664e-01
第291次迭代：f(x_i)=6.194551265546821e-02, x_1=7.516698875258213e-01,x_2=5.633412828302651e-01
第292次迭代：f(x_i)=6.167834777193824e-02, x_1=7.516489461463703e-01,x_2=5.649442287255937e-01
第293次迭代：f(x_i)=6.141273003148141e-02, x_1=7.527384198524011e-01,x_2=5.649585025890705e-01
第294次迭代：f(x_i)=6.114857059418480e-02, x_1=7.527178373473149e-01,x_2=5.665521070562830e-01
第295次迭代：f(x_i)=6.088604184269301e-02, x_1=7.538002190831320e-01,x_2=5.665664083174573e-01
第296次迭代：f(x_i)=6.062534526177813e-02, x_1=7.537780903946691e-01,x_2=5.681472786225674e-01
第297次迭代：f(x_i)=6.036619358983868e-02, x_1=7.548530080797294e-01,x_2=5.681624970077620e-01
第298次迭代：f(x_i)=6.010903562039063e-02, x_1=7.548288378315395e-01,x_2=5.697295796444959e-01
第299次迭代：f(x_i)=5.985333519862194e-02, x_1=7.558948839010028e-01,x_2=5.697460405819132e-01
第300次迭代：f(x_i)=5.959898059548462e-02, x_1=7.558712474735344e-01,x_2=5.713049030321238e-01
第301次迭代：f(x_i)=5.934609832027635e-02, x_1=7.569294985754659e-01,x_2=5.713210636131714e-01
第302次迭代：f(x_i)=5.909435961171059e-02, x_1=7.569069318017648e-01,x_2=5.728734904526271e-01
第303次迭代：f(x_i)=5.884403711142364e-02, x_1=7.579583400195257e-01,x_2=5.728887907851055e-01
第304次迭代：f(x_i)=5.859509648976227e-02, x_1=7.579360058783335e-01,x_2=5.744324579152897e-01
第305次迭代：f(x_i)=5.834758868990786e-02, x_1=7.589807153500572e-01,x_2=5.744476903736311e-01
第306次迭代：f(x_i)=5.810178632137571e-02, x_1=7.589571486643247e-01,x_2=5.759798784004689e-01
第307次迭代：f(x_i)=5.785732205525928e-02, x_1=7.599949938334400e-01,x_2=5.759957721306126e-01
第308次迭代：f(x_i)=5.761479091690057e-02, x_1=7.599695124568190e-01,x_2=5.775141672463935e-01
第309次迭代：f(x_i)=5.737363277292529e-02, x_1=7.609984209897376e-01,x_2=5.775315302615250e-01
第310次迭代：f(x_i)=5.713351049568726e-02, x_1=7.609741292437197e-01,x_2=5.790437301424920e-01
第311次迭代：f(x_i)=5.689477746268028e-02, x_1=7.619962665285176e-01,x_2=5.790603358173089e-01
第312次迭代：f(x_i)=5.665716596414072e-02, x_1=7.619726159860299e-01,x_2=5.805661533039286e-01
第313次迭代：f(x_i)=5.642079034145450e-02, x_1=7.629880833355039e-01,x_2=5.805819249382616e-01
第314次迭代：f(x_i)=5.618562749745122e-02, x_1=7.629651868532222e-01,x_2=5.820805416753065e-01
第315次迭代：f(x_i)=5.595173971391439e-02, x_1=7.639747138215285e-01,x_2=5.820959409357495e-01
第316次迭代：f(x_i)=5.571954860748070e-02, x_1=7.639504193586285e-01,x_2=5.835822845088791e-01
第317次迭代：f(x_i)=5.548867051947393e-02, x_1=7.649517621180262e-01,x_2=5.835987925311890e-01
第318次迭代：f(x_i)=5.525881068453028e-02, x_1=7.649283490469979e-01,x_2=5.850793787924019e-01
第319次迭代：f(x_i)=5.503014681884603e-02, x_1=7.659233422164835e-01,x_2=5.850949823359298e-01
第320次迭代：f(x_i)=5.480262858332899e-02, x_1=7.659006618579690e-01,x_2=5.865679818490355e-01
第321次迭代：f(x_i)=5.457644097037333e-02, x_1=7.668894541468971e-01,x_2=5.865834844188470e-01
第322次迭代：f(x_i)=5.435163305622471e-02, x_1=7.668659164930164e-01,x_2=5.880469795689566e-01
第323次迭代：f(x_i)=5.412799364841665e-02, x_1=7.678468205321327e-01,x_2=5.880626503171109e-01
第324次迭代：f(x_i)=5.390501771111994e-02, x_1=7.678256905588574e-01,x_2=5.895234662975708e-01
第325次迭代：f(x_i)=5.368323282490305e-02, x_1=7.688014258191932e-01,x_2=5.895375673836433e-01
第326次迭代：f(x_i)=5.346270924089615e-02, x_1=7.687801920555050e-01,x_2=5.909898694994931e-01
第327次迭代：f(x_i)=5.324337183500691e-02, x_1=7.697495714886976e-01,x_2=5.910040650786810e-01
第328次迭代：f(x_i)=5.302534539157761e-02, x_1=7.697279148003983e-01,x_2=5.924475711217624e-01
第329次迭代：f(x_i)=5.280843383588484e-02, x_1=7.706896568442729e-01,x_2=5.924618794563971e-01
第330次迭代：f(x_i)=5.259212969208796e-02, x_1=7.706704512353000e-01,x_2=5.939033208579678e-01
第331次迭代：f(x_i)=5.237692279215211e-02, x_1=7.716274273037185e-01,x_2=5.939159336805109e-01
第332次迭代：f(x_i)=5.216301307473526e-02, x_1=7.716079659344339e-01,x_2=5.953485463073422e-01
第333次迭代：f(x_i)=5.195022159081602e-02, x_1=7.725584293995348e-01,x_2=5.953614222823485e-01
第334次迭代：f(x_i)=5.173859509642172e-02, x_1=7.725390032335341e-01,x_2=5.967865037801431e-01
第335次迭代：f(x_i)=5.152802598817562e-02, x_1=7.734824061397687e-01,x_2=5.967992085669438e-01
第336次迭代：f(x_i)=5.131809584712924e-02, x_1=7.734651811524316e-01,x_2=5.982216101916832e-01
第337次迭代：f(x_i)=5.110924598044400e-02, x_1=7.744035217174479e-01,x_2=5.982329078881647e-01
第338次迭代：f(x_i)=5.090147106108665e-02, x_1=7.743866080554960e-01,x_2=5.996484583874097e-01
第339次迭代：f(x_i)=5.069473644555493e-02, x_1=7.753194155520851e-01,x_2=5.996594722782532e-01
第340次迭代：f(x_i)=5.048933422012192e-02, x_1=7.753018433454247e-01,x_2=6.010660009094347e-01
第341次迭代：f(x_i)=5.028490960313553e-02, x_1=7.762282683796620e-01,x_2=6.010773217728788e-01
第342次迭代：f(x_i)=5.008162071739390e-02, x_1=7.762109299789947e-01,x_2=6.024764158705244e-01
第343次迭代：f(x_i)=4.987935521600220e-02, x_1=7.771322858384213e-01,x_2=6.024877407010375e-01
第344次迭代：f(x_i)=4.967870022647679e-02, x_1=7.771130191065637e-01,x_2=6.038739891740603e-01
第345次迭代：f(x_i)=4.947913636277744e-02, x_1=7.780281808475228e-01,x_2=6.038868510085984e-01
第346次迭代：f(x_i)=4.928115013305585e-02, x_1=7.780066749814968e-01,x_2=6.052606549824014e-01
第347次迭代：f(x_i)=4.908415165306151e-02, x_1=7.789140682397261e-01,x_2=6.052747764749552e-01
第348次迭代：f(x_i)=4.888775841035504e-02, x_1=7.788944502206567e-01,x_2=6.066458616320104e-01
第349次迭代：f(x_i)=4.869233525464683e-02, x_1=7.797969096870430e-01,x_2=6.066586703538803e-01
第350次迭代：f(x_i)=4.849780057718614e-02, x_1=7.797780458508636e-01,x_2=6.080235538205941e-01
第351次迭代：f(x_i)=4.830433314879105e-02, x_1=7.806751193283411e-01,x_2=6.080361446115016e-01
第352次迭代：f(x_i)=4.811187983064256e-02, x_1=7.806560051392291e-01,x_2=6.093935082360287e-01
第353次迭代：f(x_i)=4.792041889936360e-02, x_1=7.815481935121558e-01,x_2=6.094061003318321e-01
第354次迭代：f(x_i)=4.773036687929388e-02, x_1=7.815274413471962e-01,x_2=6.107522789873360e-01
第355次迭代：f(x_i)=4.754127548915493e-02, x_1=7.824123549023503e-01,x_2=6.107659103288111e-01
第356次迭代：f(x_i)=4.735274764404119e-02, x_1=7.823933456626648e-01,x_2=6.121090765340041e-01
第357次迭代：f(x_i)=4.716519692678410e-02, x_1=7.832732004470092e-01,x_2=6.121215883586512e-01
第358次迭代：f(x_i)=4.697830799652577e-02, x_1=7.832553880123364e-01,x_2=6.134605123531817e-01
第359次迭代：f(x_i)=4.679240200595983e-02, x_1=7.841308989072971e-01,x_2=6.134722626636903e-01
第360次迭代：f(x_i)=4.660767167943951e-02, x_1=7.841121077195838e-01,x_2=6.148018565040367e-01
第361次迭代：f(x_i)=4.642388512174737e-02, x_1=7.849819749427136e-01,x_2=6.148141886985383e-01
第362次迭代：f(x_i)=4.624119497346695e-02, x_1=7.849625596364375e-01,x_2=6.161355255112425e-01
第363次迭代：f(x_i)=4.605939130443038e-02, x_1=7.858264841487655e-01,x_2=6.161481398774979e-01
第364次迭代：f(x_i)=4.587837022314310e-02, x_1=7.858078359286940e-01,x_2=6.174644467718455e-01
第365次迭代：f(x_i)=4.569822729568999e-02, x_1=7.866671387080028e-01,x_2=6.174765469633905e-01
第366次迭代：f(x_i)=4.551915868766283e-02, x_1=7.866480238282195e-01,x_2=6.187846254839524e-01
第367次迭代：f(x_i)=4.534098357765155e-02, x_1=7.875020883448985e-01,x_2=6.187971107279071e-01
第368次迭代：f(x_i)=4.516391515807278e-02, x_1=7.874822016637142e-01,x_2=6.200965085740763e-01
第369次迭代：f(x_i)=4.498771713614497e-02, x_1=7.883301439116934e-01,x_2=6.201094650269227e-01
第370次迭代：f(x_i)=4.481215058442984e-02, x_1=7.883114126214005e-01,x_2=6.214044599092294e-01
第371次迭代：f(x_i)=4.463752661764391e-02, x_1=7.891556173480884e-01,x_2=6.214168738971282e-01
第372次迭代：f(x_i)=4.446421820948935e-02, x_1=7.891348609351188e-01,x_2=6.227004615979248e-01
第373次迭代：f(x_i)=4.429178016691632e-02, x_1=7.899737894123786e-01,x_2=6.227140767718371e-01
第374次迭代：f(x_i)=4.412067958320397e-02, x_1=7.899510744050817e-01,x_2=6.239868614793825e-01
第375次迭代：f(x_i)=4.395032388575851e-02, x_1=7.907831758516153e-01,x_2=6.240014520726823e-01
第376次迭代：f(x_i)=4.378043086172543e-02, x_1=7.907625196519438e-01,x_2=6.252725479586819e-01
第377次迭代：f(x_i)=4.361131831209219e-02, x_1=7.915902941025265e-01,x_2=6.252858600503288e-01
第378次迭代：f(x_i)=4.344284016965193e-02, x_1=7.915707708231917e-01,x_2=6.265532055798175e-01
第379次迭代：f(x_i)=4.327514483994505e-02, x_1=7.923944722691610e-01,x_2=6.265657850533257e-01
第380次迭代：f(x_i)=4.310844258360093e-02, x_1=7.923745194940311e-01,x_2=6.278253747270639e-01
第381次迭代：f(x_i)=4.294253890920136e-02, x_1=7.931932633848010e-01,x_2=6.278383112645821e-01
第382次迭代：f(x_i)=4.277762017573548e-02, x_1=7.931727448997747e-01,x_2=6.290903346978765e-01
第383次迭代：f(x_i)=4.261344577895109e-02, x_1=7.939860024608433e-01,x_2=6.291035103097281e-01
第384次迭代：f(x_i)=4.244991778371372e-02, x_1=7.939664700195972e-01,x_2=6.303507699673671e-01
第385次迭代：f(x_i)=4.228725392940855e-02, x_1=7.947750680673646e-01,x_2=6.303636402735672e-01
第386次迭代：f(x_i)=4.212525182594010e-02, x_1=7.947558627390616e-01,x_2=6.316059062143355e-01
第387次迭代：f(x_i)=4.196403145933044e-02, x_1=7.955608304518623e-01,x_2=6.316183532569308e-01
第388次迭代：f(x_i)=4.180400826762529e-02, x_1=7.955399818470453e-01,x_2=6.328508105586083e-01
第389次迭代：f(x_i)=4.164466088890605e-02, x_1=7.963386058212740e-01,x_2=6.328640616093830e-01
第390次迭代：f(x_i)=4.148571065865903e-02, x_1=7.963198119373650e-01,x_2=6.340949692273161e-01
第391次迭代：f(x_i)=4.132750959477090e-02, x_1=7.971152865835361e-01,x_2=6.341070792974600e-01
第392次迭代：f(x_i)=4.117035395475241e-02, x_1=7.970954628100976e-01,x_2=6.353291233608817e-01
第393次迭代：f(x_i)=4.101394343197760e-02, x_1=7.978855887985331e-01,x_2=6.353419276946022e-01
第394次迭代：f(x_i)=4.085826149332842e-02, x_1=7.978659884282415e-01,x_2=6.365580638151236e-01
第395次迭代：f(x_i)=4.070336497904842e-02, x_1=7.986511932853947e-01,x_2=6.365708459270927e-01
第396次迭代：f(x_i)=4.054898800223838e-02, x_1=7.986324317756632e-01,x_2=6.377836829098517e-01
第397次迭代：f(x_i)=4.039529801748702e-02, x_1=7.994129379162009e-01,x_2=6.377956262385814e-01
第398次迭代：f(x_i)=4.024189491148128e-02, x_1=7.993963582931430e-01,x_2=6.390073631370289e-01
第399次迭代：f(x_i)=4.008926578865975e-02, x_1=8.001738831062748e-01,x_2=6.390181289413688e-01
第400次迭代：f(x_i)=3.993756672940646e-02, x_1=8.001563456021409e-01,x_2=6.402218002483352e-01
第401次迭代：f(x_i)=3.978657389500372e-02, x_1=8.009290105261700e-01,x_2=6.402330269577891e-01
第402次迭代：f(x_i)=3.963634476932511e-02, x_1=8.009114105834985e-01,x_2=6.414310994852306e-01
第403次迭代：f(x_i)=3.948673981516802e-02, x_1=8.016795501126497e-01,x_2=6.414421468563311e-01
第404次迭代：f(x_i)=3.933779524532888e-02, x_1=8.016626197146735e-01,x_2=6.426348797222327e-01
第405次迭代：f(x_i)=3.918962971312994e-02, x_1=8.024266489398252e-01,x_2=6.426459462916441e-01
第406次迭代：f(x_i)=3.904225924113529e-02, x_1=8.024090653984252e-01,x_2=6.438317067630773e-01
第407次迭代：f(x_i)=3.889557677624522e-02, x_1=8.031680566403837e-01,x_2=6.438429545155511e-01
第408次迭代：f(x_i)=3.874931677965136e-02, x_1=8.031517185377973e-01,x_2=6.450260625039732e-01
第409次迭代：f(x_i)=3.860374515275646e-02, x_1=8.039072592081888e-01,x_2=6.450365068243670e-01
第410次迭代：f(x_i)=3.845892051338243e-02, x_1=8.038907213613952e-01,x_2=6.462135813633416e-01
第411次迭代：f(x_i)=3.831473845291488e-02, x_1=8.046422277989277e-01,x_2=6.462240462140418e-01
第412次迭代：f(x_i)=3.817141704164834e-02, x_1=8.046251238036195e-01,x_2=6.473942415658548e-01
第413次迭代：f(x_i)=3.802868408691329e-02, x_1=8.053715898042351e-01,x_2=6.474049312851826e-01
第414次迭代：f(x_i)=3.788638350118616e-02, x_1=8.053559224051341e-01,x_2=6.485723628325073e-01
第415次迭代：f(x_i)=3.774477619681270e-02, x_1=8.060987707982367e-01,x_2=6.485824236367496e-01
第416次迭代：f(x_i)=3.760379748740687e-02, x_1=8.060831838145398e-01,x_2=6.497444305898773e-01
第417次迭代：f(x_i)=3.746350093573383e-02, x_1=8.068222158736197e-01,x_2=6.497544264199973e-01
第418次迭代：f(x_i)=3.732399306462545e-02, x_1=8.068059919359269e-01,x_2=6.509097719130711e-01
第419次迭代：f(x_i)=3.718507432815644e-02, x_1=8.075401657054918e-01,x_2=6.509199260230150e-01
第420次迭代：f(x_i)=3.704654624234573e-02, x_1=8.075253639644367e-01,x_2=6.520725709372599e-01
第421次迭代：f(x_i)=3.690871680610001e-02, x_1=8.082566321258084e-01,x_2=6.520821310350214e-01
第422次迭代：f(x_i)=3.677181090889459e-02, x_1=8.082404123687416e-01,x_2=6.532258321108215e-01
第423次迭代：f(x_i)=3.663555359536563e-02, x_1=8.089675824164770e-01,x_2=6.532362028590187e-01
第424次迭代：f(x_i)=3.650030815808502e-02, x_1=8.089496890112016e-01,x_2=6.543701325618061e-01
第425次迭代：f(x_i)=3.636568949198238e-02, x_1=8.096723762097509e-01,x_2=6.543815642464867e-01
第426次迭代：f(x_i)=3.623197793387879e-02, x_1=8.096532652126442e-01,x_2=6.555070268054580e-01
第427次迭代：f(x_i)=3.609886372362054e-02, x_1=8.103720029634064e-01,x_2=6.555192019116818e-01
第428次迭代：f(x_i)=3.596676103610605e-02, x_1=8.103512588368609e-01,x_2=6.566351022606272e-01
第429次迭代：f(x_i)=3.583523311255971e-02, x_1=8.110655883053657e-01,x_2=6.566483160579938e-01
第430次迭代：f(x_i)=3.570460076386738e-02, x_1=8.110437297447930e-01,x_2=6.577560574578604e-01
第431次迭代：f(x_i)=3.557452177638160e-02, x_1=8.117542131398092e-01,x_2=6.577699748683320e-01
第432次迭代：f(x_i)=3.544544095102738e-02, x_1=8.117308003088772e-01,x_2=6.588682400431738e-01
第433次迭代：f(x_i)=3.531691886132970e-02, x_1=8.124368494103169e-01,x_2=6.588832351931185e-01
第434次迭代：f(x_i)=3.518922803782111e-02, x_1=8.124125107940785e-01,x_2=6.599738470139046e-01
第435次迭代：f(x_i)=3.506208529854878e-02, x_1=8.131148933947153e-01,x_2=6.599894584456969e-01
第436次迭代：f(x_i)=3.493590861251325e-02, x_1=8.130889937912208e-01,x_2=6.610707734342600e-01
第437次迭代：f(x_i)=3.481027106044654e-02, x_1=8.137870289184047e-01,x_2=6.610874314463850e-01
第438次迭代：f(x_i)=3.468543195660140e-02, x_1=8.137602798576007e-01,x_2=6.621612287516230e-01
第439次迭代：f(x_i)=3.456114080829439e-02, x_1=8.144546617440055e-01,x_2=6.621785175465316e-01
第440次迭代：f(x_i)=3.443774748289105e-02, x_1=8.144265044252943e-01,x_2=6.632430734370803e-01
第441次迭代：f(x_i)=3.431494691979055e-02, x_1=8.151164502925384e-01,x_2=6.632614847118092e-01
第442次迭代：f(x_i)=3.419280692793478e-02, x_1=8.150876421626113e-01,x_2=6.643202359533327e-01
第443次迭代：f(x_i)=3.407113111975672e-02, x_1=8.157732576425322e-01,x_2=6.643386695731729e-01
第444次迭代：f(x_i)=3.394977332200988e-02, x_1=8.157459258325093e-01,x_2=6.653956471072197e-01
第445次迭代：f(x_i)=3.382895251664672e-02, x_1=8.164285479836517e-01,x_2=6.654133195196898e-01
第446次迭代：f(x_i)=3.370863951412049e-02, x_1=8.164014260329455e-01,x_2=6.664662161106796e-01
第447次迭代：f(x_i)=3.358881139958388e-02, x_1=8.170809670884934e-01,x_2=6.664835950471906e-01
第448次迭代：f(x_i)=3.346968610919872e-02, x_1=8.170533713510596e-01,x_2=6.675296095776559e-01
第449次迭代：f(x_i)=3.335112041988832e-02, x_1=8.177294121279951e-01,x_2=6.675475783498964e-01
第450次迭代：f(x_i)=3.323334892703354e-02, x_1=8.177004812290243e-01,x_2=6.685856638940132e-01
第451次迭代：f(x_i)=3.311606438456721e-02, x_1=8.183728616262502e-01,x_2=6.686043309688701e-01
第452次迭代：f(x_i)=3.299958338815986e-02, x_1=8.183428291943234e-01,x_2=6.696344209835533e-01
